Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,06339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,66200,109100,167200,,113000,88100,60900,113000,118400,172400,,,,,
1996-04-30,06340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,55600,79300,109800,155000,,106900,74200,65700,106900,114300,194300,,,,,
1996-04-30,06351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,70400,83600,109500,119100,119400,105900,79700,58600,105900,107900,134500,,,,,
1996-04-30,06354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,85900,95900,106100,,95900,79400,,95900,95900,136400,,,,,
1996-04-30,06355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,115200,125100,159300,,129300,101900,120600,129300,129800,172200,,,,,
1996-04-30,06357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,85900,104000,126600,149900,200800,125100,98300,105500,125100,128500,163100,,,,,
1996-04-30,06359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,113600,142400,179700,,141500,106300,,141500,141500,,,,,,
1996-04-30,06360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,85800,95700,104300,,92900,,82500,92900,95400,115200,,,,,
1996-04-30,06365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,99700,122000,148500,,120800,98500,,120800,121200,157600,,,,,
1996-04-30,06370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,90600,112000,133900,,113300,95300,,113300,114000,151800,,,,,
1996-04-30,06371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,119900,140300,160000,202000,254400,166200,126100,124500,166200,167100,257700,,,,,
1996-04-30,06374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,82600,93200,100800,,91800,79100,72600,91800,93200,120200,,,,,
1996-04-30,06375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,100000,110500,131400,,110300,96900,,110300,110100,158100,,,,,
1996-04-30,06377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,101300,116500,128500,,112700,85900,,112700,113400,149800,,,,,
1996-04-30,06378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,164900,186000,248400,,190300,128500,166800,190300,198600,,,,,,
1996-04-30,06379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,104000,122400,174700,,123300,98800,,123300,127800,,,,,,
1996-04-30,06382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,89500,108300,115700,,107400,86800,,107400,108600,124100,,,,,
1996-04-30,06384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,87400,111300,114300,,106200,78000,,106200,106200,128700,,,,,
1996-04-30,06385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,75300,105000,134500,175400,200600,129700,96300,83000,129700,136900,195400,,,,,
1996-04-30,06401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,94800,118900,125600,,114800,92300,,114800,116800,138900,,,,,
1996-04-30,06403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,95000,138500,175200,,130900,75700,,130900,138800,175700,,,,,
1996-04-30,06405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,96100,150300,193900,265000,135600,84900,88400,135600,160600,204900,,,,,
1996-04-30,06410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,110400,149400,212500,222600,165100,121300,91000,165100,171900,228800,,,,,
1996-04-30,06412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,137000,168200,202200,,167200,118400,,167200,167900,223200,,,,,
1996-04-30,06413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,63100,91700,145600,181600,,129900,82200,,129900,149700,188200,,,,,
1996-04-30,06415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,105000,139600,159500,,139100,110000,95500,139100,142400,165000,,,,,
1996-04-30,06416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,52600,83600,134900,175500,,113700,79400,83000,113700,141700,187200,,,,,
1996-04-30,06417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,106800,141500,175800,,136100,104900,,136100,142300,189400,,,,,
1996-04-30,06418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,90800,115300,132200,,104400,82100,87800,104400,117900,142800,,,,,
1996-04-30,06419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,147000,180700,206900,216300,189600,146400,,189600,189900,218000,,,,,
1996-04-30,06420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,100800,139000,181800,,141600,101200,,141600,145900,188400,,,,,
1996-04-30,06422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,123400,151600,201200,,164100,103700,,164100,168000,216500,,,,,
1996-04-30,06423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,99300,111700,162100,191400,,147500,104300,,147500,148100,205500,,,,,
1996-04-30,06424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,75100,96300,136700,168600,170900,131800,98800,79800,131800,136200,182600,,,,,
1996-04-30,06426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,147200,,,,,137800,125500,,,387900,,,,,
1996-04-30,06437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,104600,139100,170500,223700,259600,174600,131700,,174600,181500,270900,,,,,
1996-04-30,06438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,120000,154100,190700,,149500,107500,,149500,149700,205800,,,,,
1996-04-30,06441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,112900,148600,206600,,154700,110800,,154700,154800,212300,,,,,
1996-04-30,06442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,162400,196700,,161700,118700,,161700,165200,,,,,,
1996-04-30,06443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,159100,192400,251300,366700,214400,156100,150400,214400,223300,358100,,,,,
1996-04-30,06447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,115900,143200,195300,,151200,117400,,151200,153400,215900,,,,,
1996-04-30,06450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,74600,101700,103000,102800,92200,61400,54600,92200,100200,120900,,,,,
1996-04-30,06451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,81500,97400,92500,93600,92200,74600,64200,92200,93600,117700,,,,,
1996-04-30,06455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,98400,134600,193800,,131300,96400,,131300,132300,204400,,,,,
1996-04-30,06457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,52400,80800,115400,149400,189100,105900,71900,65700,105900,119500,159500,,,,,
1996-04-30,06460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,97100,129300,144900,177600,125300,89500,,125300,129900,164800,,,,,
1996-04-30,06461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,79700,126000,140600,183400,199800,140100,99100,102900,140100,148200,190900,,,,,
1996-04-30,06468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,184700,269600,,,,141600,,210800,288400,,,,,
1996-04-30,06469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,106900,131000,139800,,124700,100800,,124700,124700,166600,,,,,
1996-04-30,06470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,186400,204200,290200,378900,244500,174800,211500,244500,245800,354600,,,,,
1996-04-30,06471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,90400,140000,174800,,137400,101400,70800,137400,143700,177500,,,,,
1996-04-30,06472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,125600,140600,169900,,144400,124400,121800,144400,145000,177600,,,,,
1996-04-30,06473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,128800,142400,168000,185500,144600,125100,133400,144600,146200,182200,,,,,
1996-04-30,06475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,110700,153100,177800,228100,362200,182600,131300,180900,182600,183000,326400,,,,,
1996-04-30,06477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,141500,177100,219900,225600,183500,150200,110100,183500,184500,231300,,,,,
1996-04-30,06478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,147700,166700,217700,,171400,136000,156300,171400,176200,224800,,,,,
1996-04-30,06479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,90400,128200,163200,,125300,91400,93900,125300,129600,171700,,,,,
1996-04-30,06480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,82700,100600,121700,172200,,123400,92500,101000,123400,125900,190100,,,,,
1996-04-30,06481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,106900,125800,,,123100,,,123100,124100,163300,,,,,
1996-04-30,06482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,155900,182300,273200,315600,211300,154900,167500,211300,220800,303700,,,,,
1996-04-30,06483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,103900,137200,185700,,134000,96600,,134000,137700,189400,,,,,
1996-04-30,06484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,76800,139500,173700,233800,250000,175800,117400,151100,175800,179400,244500,,,,,
1996-04-30,06488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,59800,104900,174500,275200,306500,160200,83300,102700,160200,218100,279300,,,,,
1996-04-30,06489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,62100,96400,136900,196100,216100,137500,95400,91700,137500,142800,206300,,,,,
1996-04-30,06492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,99700,133500,174800,182800,131500,96600,87400,131500,135700,177500,,,,,
1996-04-30,06498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,120900,150200,196300,237700,151600,110100,110100,151600,152300,230100,,,,,
1996-04-30,06511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,60300,78500,82100,107800,206600,87400,56300,77500,87400,95200,147300,,,,,
1996-04-30,06512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,86100,96100,103000,118700,94800,78900,79700,94800,96000,118700,,,,,
1996-04-30,06513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,57800,84300,90400,,71800,48800,54100,71800,83400,100400,,,,,
1996-04-30,06514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,50800,70100,99600,122100,137100,93700,63500,59600,93700,99500,133900,,,,,
1996-04-30,06515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,72000,102500,132200,168500,101900,67800,55500,101900,108600,144100,,,,,
1996-04-30,06516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,70200,89700,97100,108800,82900,58200,,82900,87300,113000,,,,,
1996-04-30,06517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,84400,102700,128700,,102100,75200,70400,102100,110300,149600,,,,,
1996-04-30,06518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,63900,113600,130800,162400,189800,129500,102200,112400,129500,133700,169500,,,,,
1996-04-30,06519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,57900,66600,,61400,50000,111400,61400,57900,93100,,,,,
1996-04-30,06524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,142800,178600,223300,219500,186500,145500,,186500,186800,250000,,,,,
1996-04-30,06525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,146300,199500,268000,294300,233400,170600,,233400,233300,320400,,,,,
1996-04-30,06604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,68600,90900,109600,139300,75200,,,75200,95700,,,,,,
1996-04-30,06605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,82600,88400,105600,,84200,52700,,84200,98100,141100,,,,,
1996-04-30,06606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,42500,62200,81700,89600,109000,75800,49700,44600,75800,81400,100300,,,,,
1996-04-30,06607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,64300,,,64900,49600,,64900,65900,85300,,,,,
1996-04-30,06608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,65500,,,64800,43500,,64800,67700,,,,,,
1996-04-30,06610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,46200,80400,92800,,66600,,,66600,79900,97500,,,,,
1996-04-30,06611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,121900,163500,192600,258900,275500,205600,164300,178000,205600,207200,278900,,,,,
1996-04-30,06612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,340900,449100,320500,,,320500,320500,463900,,,,,
1996-04-30,06614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,124400,124900,134000,156900,185500,132600,114900,124400,132600,134700,169800,,,,,
1996-04-30,06615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,72200,91300,108400,126800,152700,106100,77900,81600,106100,108400,150000,,,,,
1996-04-30,06704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,50900,75000,80000,,69500,39900,38100,69500,75600,87200,,,,,
1996-04-30,06705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,31800,50700,75100,78800,,67100,38300,40100,67100,73900,86200,,,,,
1996-04-30,06706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,66400,79900,84300,,77200,59000,,77200,79600,99600,,,,,
1996-04-30,06708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,67500,91600,105900,118600,82800,64300,52700,82800,90400,114400,,,,,
1996-04-30,06710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,64400,82200,98000,110200,85500,69100,42800,85500,88200,109000,,,,,
1996-04-30,06712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,119500,142100,175400,174200,142700,113800,126800,142700,144500,183400,,,,,
1996-04-30,06716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,80500,100700,126000,160100,171000,125000,98100,101000,125000,126100,166100,,,,,
1996-04-30,06750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,141500,,,132300,103700,,132300,132000,191300,,,,,
1996-04-30,06751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,128600,164700,198600,,155600,115100,,155600,155600,217200,,,,,
1996-04-30,06752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,153700,190600,,,209000,152000,,209000,212600,,,,,,
1996-04-30,06754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,145000,165700,191200,,167200,134900,,167200,167200,,,,,,
1996-04-30,06756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,134800,172200,234900,,175100,125600,,175100,175400,269100,,,,,
1996-04-30,06757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,137400,162300,237700,,156900,126600,126200,156900,164700,260600,,,,,
1996-04-30,06759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,139300,170500,258800,,188000,131200,157800,188000,193800,298800,,,,,
1996-04-30,06762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,120700,150500,196500,270300,164400,120600,171100,164400,161000,232400,,,,,
1996-04-30,06763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,110800,144600,191300,,145200,104400,,145200,145400,,,,,,
1996-04-30,06770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,79400,113800,131100,136300,109200,75200,56700,109200,114600,140000,,,,,
1996-04-30,06776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,61300,97600,149400,207000,255700,149600,92000,65200,149600,164100,217100,,,,,
1996-04-30,06777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,159700,179500,,,186500,142300,,186500,192900,,,,,,
1996-04-30,06778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,122800,,,123400,106000,,123400,123400,170200,,,,,
1996-04-30,06779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,100000,114900,115600,,113700,98700,,113700,113500,121700,,,,,
1996-04-30,06782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,99400,117000,125100,,113200,87900,,113200,114400,143500,,,,,
1996-04-30,06783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447600,,,,,
1996-04-30,06784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,184500,234300,299500,,249900,174200,,249900,249900,,,,,,
1996-04-30,06786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,78200,104400,111100,,100400,74200,65300,100400,102300,119700,,,,,
1996-04-30,06787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,76600,116400,124900,,109800,79600,57400,109800,114600,140000,,,,,
1996-04-30,06790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,80000,106900,120200,117700,101700,76300,72900,101700,105800,126500,,,,,
1996-04-30,06791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,107800,133400,178100,,133300,100400,,133300,133300,204400,,,,,
1996-04-30,06793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265200,331100,,,174900,,,,,,,,,
1996-04-30,06794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,189300,,,,148500,,,,,,,,,
1996-04-30,06795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,110700,141900,180900,225600,143700,115000,93100,143700,146300,206100,,,,,
1996-04-30,06798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,174300,263200,285400,171100,81600,76000,171100,202800,274100,,,,,
1996-04-30,06801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,132400,166500,230700,235100,169500,139100,120600,169500,176700,243200,,,,,
1996-04-30,06804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,86200,133000,172600,253900,312300,182900,,105900,182900,205300,285700,,,,,
1996-04-30,06807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,264600,354300,483300,774100,392600,278500,263600,392600,422900,757600,,,,,
