Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,36115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,54400,63500,72000,76700,88600,71000,53000,,71000,71000,103100,,,,,
1996-04-30,36117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,75200,83900,85600,73500,,,73500,73500,113500,,,,,
1996-04-30,36119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,174000,206900,250300,334300,,260800,175500,161300,260800,272800,410400,,,,,
1996-04-30,36121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,49200,60300,71300,69600,75500,68800,48800,,68800,68800,95900,,,,,
1996-04-30,36123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,61400,65100,70100,,65200,45300,,65200,65200,133400,,,,,
1996-04-30,37001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,52400,61000,97200,150000,178100,94000,59000,,94000,94500,155100,,,,,
1996-04-30,37003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,85200,58000,,85200,84900,136500,,,,,
1996-04-30,37007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,50600,,,27500,,,,,,,,,
1996-04-30,37019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,74400,,109800,,,109800,74800,104700,109800,111800,,,,,,
1996-04-30,37021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,63200,68100,107700,156700,261400,102400,62300,96400,102400,103400,162800,,,,,
1996-04-30,37025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,42600,54700,97000,148500,181500,91400,,87900,91400,91900,158000,,,,,
1996-04-30,37027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,38200,65600,133100,151300,48900,,,48900,48900,85100,,,,,
1996-04-30,37031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123900,189600,245600,,,127800,,,200800,,,,,
1996-04-30,37035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,44700,54000,79600,140500,160900,68200,47000,65300,68200,68400,133000,,,,,
1996-04-30,37045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,72500,,,,,,,,112700,,,,,
1996-04-30,37049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,45500,52700,,137200,189700,87100,50000,,87100,87100,146500,,,,,
1996-04-30,37051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,68400,,,,87800,63900,75400,87800,88600,138100,,,,,
1996-04-30,37057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,56100,90100,139000,,,,,,,129700,,,,,
1996-04-30,37059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,54400,63000,111200,,,101300,55200,,101300,101400,189800,,,,,
1996-04-30,37061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,33300,,,33300,33300,,,,,,
1996-04-30,37063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000,121600,,80500,,,80500,82800,,,,,,
1996-04-30,37065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,59300,81100,,51900,,,51900,51900,78600,,,,,
1996-04-30,37067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,48200,58300,93800,160200,246500,94100,57300,74100,94100,97500,162100,,,,,
1996-04-30,37069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,47300,53700,85400,,,71900,48400,,71900,71900,130400,,,,,
1996-04-30,37071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,43200,49100,81400,145500,180200,76300,48300,79800,76300,76100,128600,,,,,
1996-04-30,37077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,53600,,,,,,,,,118200,,,,,
1996-04-30,37081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,46600,58100,93800,165000,,90400,56600,81000,90400,92800,164000,,,,,
1996-04-30,37085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,96000,137200,160300,,60200,,,,136600,,,,,
1996-04-30,37087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,57800,77300,97900,129400,,66600,,93900,66600,66000,,,,,,
1996-04-30,37089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,58100,,108500,,152500,,,,,105100,,,,,,
1996-04-30,37093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,121600,,,,,
1996-04-30,37097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,60300,55500,91600,166400,208000,,,,,77700,164800,,,,,
1996-04-30,37099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,86800,,232000,275400,120500,66200,,120500,,245100,,,,,
1996-04-30,37101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,60400,100300,153100,172100,100400,69100,,100400,101400,150200,,,,,
1996-04-30,37105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,44100,,81100,118400,,76700,,80400,76700,76700,132700,,,,,
1996-04-30,37107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,41600,66300,106000,129200,67200,43400,,67200,67200,105300,,,,,
1996-04-30,37109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,46400,77700,154400,192500,79900,46600,90200,79900,79700,153700,,,,,
1996-04-30,37113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,80200,119100,,,,,,,,,,,,,
1996-04-30,37119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,59100,66600,92600,162800,255400,102000,66100,85500,102000,106500,174900,,,,,
1996-04-30,37125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000,162200,231800,111100,,,111100,111500,190600,,,,,
1996-04-30,37127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,58300,87100,133900,,89900,56600,,89900,89900,150500,,,,,
1996-04-30,37129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,78800,113700,210700,308700,113100,,90800,113100,116100,218200,,,,,
1996-04-30,37133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,55200,75100,110600,,77100,54300,,77100,77200,119000,,,,,
1996-04-30,37135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,82800,140300,233300,313400,150300,80500,72300,150300,154000,264300,,,,,
1996-04-30,37141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000,167000,170300,101900,,,101900,103500,182400,,,,,
1996-04-30,37145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,64900,,,64900,64900,107400,,,,,
1996-04-30,37147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,51700,82300,156900,194600,,,61000,,83800,135100,,,,,
1996-04-30,37151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,77200,,,,,,,,120000,,,,,
1996-04-30,37155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,26200,36200,56300,68500,36200,26200,,36200,36200,58700,,,,,
1996-04-30,37157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,35500,68800,,,46600,,44400,46600,46800,77500,,,,,
1996-04-30,37159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,53300,82500,137000,178100,82300,54000,,82300,82800,138600,,,,,
1996-04-30,37161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113500,,,,,,,,,,,
1996-04-30,37163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67800,,,,,,,,,,,,
1996-04-30,37167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,77200,117000,144700,70000,,,70000,70000,121600,,,,,
1996-04-30,37169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,37800,42600,56300,78300,,55400,37600,,55400,55400,87500,,,,,
1996-04-30,37171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,97500,136000,194900,232900,128500,93000,142500,128500,128000,182900,,,,,
1996-04-30,37179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,67400,60100,86900,159300,205300,97100,65000,75100,97100,97600,188000,,,,,
1996-04-30,37181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51400,,,51400,51200,,,,,,
1996-04-30,37183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,83800,94400,127900,193000,280400,139500,92900,90700,139500,141900,223600,,,,,
1996-04-30,37189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,88500,136100,181400,,127400,69100,99100,127400,131000,,,,,,
1996-04-30,37191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,62600,103600,132400,61400,43700,87500,61400,60000,95500,,,,,
1996-04-30,37195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,58300,87200,143000,186400,88000,59100,,88000,88000,141700,,,,,
1996-04-30,38029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132900,,,132900,132900,153900,,,,,
1996-04-30,38055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,104400,132400,,116000,88900,,116000,116000,150400,,,,,
1996-04-30,38071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71500,,,,,,,,,
1996-04-30,39001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,40300,,,37200,,,37200,37200,55500,,,,,
1996-04-30,39003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,37900,44800,69500,94600,110500,65300,38300,66400,65300,65300,112700,,,,,
1996-04-30,39005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,58500,64400,84700,99700,107400,80900,52400,,80900,80600,121000,,,,,
1996-04-30,39007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,69100,77300,,63500,,67900,63500,63600,101600,,,,,
1996-04-30,39011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,61800,86200,98200,125000,82000,55700,78800,82000,82200,133400,,,,,
1996-04-30,39013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,39200,59300,,81700,51500,,,51500,51500,92300,,,,,
1996-04-30,39015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96900,,,54600,,,,115700,,,,,
1996-04-30,39017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,63400,101600,147400,167300,105200,,69500,105200,107600,154200,,,,,
1996-04-30,39019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,31800,46800,63600,65300,,57100,35400,,57100,57000,94800,,,,,
1996-04-30,39021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,62400,83800,91000,95900,78400,52500,86200,78400,77700,119200,,,,,
1996-04-30,39023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,56700,78800,111400,123300,74600,46900,82600,74600,73900,121600,,,,,
1996-04-30,39025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,58800,71400,96100,160000,180500,103900,71600,74400,103900,107200,168200,,,,,
1996-04-30,39029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52700,73400,86900,,67100,,81900,67100,67000,110100,,,,,
1996-04-30,39031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400,55700,,47500,,,47500,47200,65400,,,,,
1996-04-30,39033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,44200,58800,65100,,55000,37000,,55000,55000,95700,,,,,
1996-04-30,39035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,54800,73500,91700,145700,161800,93700,58300,78900,93700,94600,161600,,,,,
1996-04-30,39037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,58100,63200,78600,86500,95100,75700,57700,,75700,75600,109000,,,,,
1996-04-30,39039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61200,,52800,,,52800,,,,,,,
1996-04-30,39041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,137200,210800,297200,163100,,,163100,172300,263200,,,,,
1996-04-30,39043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,54800,68800,90300,123900,134100,89000,50800,114400,89000,87200,154000,,,,,
1996-04-30,39045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,53700,71300,105800,143200,165600,112300,69100,102300,112300,113400,158800,,,,,
1996-04-30,39047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,43900,59700,70600,,57600,,,57600,57100,91200,,,,,
1996-04-30,39049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,56400,69500,95700,147500,212000,97300,58800,76500,97300,104100,157800,,,,,
1996-04-30,39051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,66500,85700,94300,105600,83200,60100,85000,83200,83100,127100,,,,,
1996-04-30,39055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,100800,137900,210400,223400,158400,,131400,158400,159700,252800,,,,,
1996-04-30,39059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,37900,,,37900,37900,,,,,,
1996-04-30,39061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,59500,73200,85900,142600,213500,88700,63000,86000,88700,88900,165800,,,,,
1996-04-30,39063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,62400,87000,120600,,84700,,110700,84700,80800,140900,,,,,
1996-04-30,39065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,33000,44700,46200,57300,42700,27500,,42700,42500,74000,,,,,
1996-04-30,39069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,67600,86200,89900,89300,83900,59600,,83900,83800,133100,,,,,
1996-04-30,39071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,48500,54700,80300,88000,100500,74100,48000,73500,74100,74000,114400,,,,,
1996-04-30,39073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000,57000,,,,31800,,,44800,69700,,,,,
1996-04-30,39083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,90400,,123000,86600,,,86600,86100,,,,,,
1996-04-30,39085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,63100,82600,108700,156700,193600,112600,79200,90200,112600,116100,176200,,,,,
1996-04-30,39087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,39300,58400,75200,81700,52900,,,52900,52900,88200,,,,,
1996-04-30,39091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,57800,85500,88500,98700,76300,48100,80200,76300,76100,134400,,,,,
1996-04-30,39093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,65400,76300,94500,142000,139900,98800,58600,91200,98800,99600,157200,,,,,
1996-04-30,39095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,43100,50100,69600,131400,144900,69400,37700,66600,69400,69600,140800,,,,,
1996-04-30,39097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,91300,139800,149300,92000,,,92000,92000,153100,,,,,
1996-04-30,39099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,51300,71700,109200,86400,68300,38100,98400,68300,65800,124600,,,,,
1996-04-30,39101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64100,89800,97000,,,93500,,61900,108400,,,,,
1996-04-30,39103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,91800,120700,162300,175800,130500,90500,83700,130500,132600,179100,,,,,
1996-04-30,39107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,63000,64900,87400,87100,94900,83700,58700,,83700,83700,135100,,,,,
1996-04-30,39109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,66100,96600,137700,147700,93400,62200,87500,93400,93600,150600,,,,,
1996-04-30,39113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,58800,80600,128900,156300,79500,50400,69200,79500,80400,134900,,,,,
1996-04-30,39117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,50300,55200,72200,95400,,66700,42200,,66700,66700,108900,,,,,
1996-04-30,39119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,51800,77300,91100,116100,69400,41100,78100,69400,68800,110600,,,,,
1996-04-30,39123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,66600,85700,106500,127200,158700,91400,54700,65700,91400,97400,163900,,,,,
1996-04-30,39127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,46900,30300,,46900,46700,69100,,,,,
1996-04-30,39129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,68100,102800,129000,155400,100800,66400,,100800,102600,148800,,,,,
1996-04-30,39133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,79700,109000,150300,139200,111000,73100,119600,111000,110200,168500,,,,,
1996-04-30,39135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46600,,84400,,,82100,58100,,82100,82100,118400,,,,,
