Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,allenpontotocok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24100,,,24100,24100,,,,,,
1996-04-30,allensparkboulderco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176700,,,,,
1996-04-30,allenstownmerrimacknh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,92700,,,84800,,,84800,88700,120900,,,,,
1996-04-30,allentonsaint_clairmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83500,,,,153800,,,,,
1996-04-30,allentownlehighpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,61500,67900,69400,,63300,47100,,63300,63200,91700,,,,,
1996-04-30,allentownmonmouthnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,142700,108800,,142700,144600,184400,,,,,
1996-04-30,allouezbrownwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90100,,,97600,,,97600,,,,,,,
1996-04-30,allynmasonwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,148500,163300,,,156800,113500,,156800,156400,207800,,,,,
1996-04-30,almacrawfordar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,70200,42100,,70200,70200,96300,,,,,
1996-04-30,almediacolumbiapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,71400,,,71400,71400,79800,,,,,
1996-04-30,almocallowayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,72200,,,69400,38500,,69400,69400,95600,,,,,
1996-04-30,almontlapeermi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166900,,,,,
1996-04-30,alohawashingtonor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,104300,129800,147500,179000,130800,116100,,130800,131300,150500,,,,,
1996-04-30,alondra_parklos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,134600,157700,183800,,159500,143400,,159500,160400,179100,,,,,
1996-04-30,alortonsaint_clairil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,33600,,,33600,33600,38000,,,,,
1996-04-30,alpharettafultonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,87800,135400,215200,343000,191200,114000,105100,191200,204600,303400,,,,,
1996-04-30,alphawarrennj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,105800,81300,,105800,105800,130900,,,,,
1996-04-30,alpine_townshipkentmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104200,79900,,104200,103800,140400,,,,,
1996-04-30,alpinesan_diegoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,267800,311100,218600,,91700,218600,225700,299000,,,,,
1996-04-30,alsace_townshipberkspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,81700,103000,156300,,100900,78600,,100900,100900,,,,,,
1996-04-30,alsipcookil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,84500,124200,,,122800,89900,84600,122800,128900,155500,,,,,
1996-04-30,alsteadcheshirenh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,74000,86500,,,82000,62100,,82000,82000,113500,,,,,
1996-04-30,altabuena_vistaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,,,,,,,,
1996-04-30,altadenalos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,195400,281700,403800,191900,138100,342400,191900,190300,315700,,,,,
1996-04-30,altamonte_springsseminolefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,47700,52700,81000,113600,187600,72700,50900,55100,72700,94600,111200,,,,,
1996-04-30,altaplacerca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162200,,,142800,,,142800,142800,207700,,,,,
1996-04-30,altavistacampbellva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68600,97400,,65400,,,65400,65400,99600,,,,,
1996-04-30,altolincolnnm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385000,,,385000,385500,570500,,,,,
1996-04-30,altonbelknapnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,75400,96800,,,93900,,,93900,95100,,,,,,
1996-04-30,altonmadisonil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,33800,38100,48600,59800,,43600,34700,,43600,43500,57300,,,,,
1996-04-30,altoonaeau_clairewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,89100,127100,,89800,62500,67400,89800,91700,133500,,,,,
1996-04-30,altoonalakefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,48200,87200,,,63700,36100,,63700,63700,124500,,,,,
1996-04-30,altoonapolkia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,76100,94000,126900,,91300,69800,,91300,94800,129800,,,,,
1996-04-30,altusjacksonok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,,,41600,,,41600,41600,,,,,,
1996-04-30,alum_rocksanta_claraca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,157900,172600,190100,233500,171600,153900,,171600,171700,195700,,,,,
1996-04-30,alvaleefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105800,,,,,,,105100,,,,,,
1996-04-30,alvaradojohnsontx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56000,,,50300,35300,,50300,50300,69000,,,,,
1996-04-30,alvatonwarrenky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,95500,173600,,104900,70900,,104900,104900,178800,,,,,
1996-04-30,alvordwisetx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74500,,,74500,74500,122000,,,,,
1996-04-30,amadopimaaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,80500,,,80500,81300,242200,,,,,
1996-04-30,amandafairfieldoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,69200,87800,106400,,83100,64700,,83100,83200,126700,,,,,
1996-04-30,amarillopottertx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,65400,113200,,61300,,52700,61300,61300,,,,,,
1996-04-30,amberleyhamiltonoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,120700,142900,259300,364900,182300,118100,,182300,182300,343900,,,,,
1996-04-30,amblermontgomerypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,102000,138600,135700,112700,85300,,112700,112800,145600,,,,,
1996-04-30,amboyclarkwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,181500,208400,,181500,133000,,181500,181500,239900,,,,,
1996-04-30,amboymiamiin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,68600,,,,,,,,98500,,,,,
1996-04-30,ambridgebeaverpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500,,,42500,42500,55200,,,,,
1996-04-30,ameliaclermontoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,69000,97800,124200,,100000,73400,72800,100000,101700,131900,,,,,
1996-04-30,american_canyonnapaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,201900,,,201900,202000,,,,,,
1996-04-30,american_fallspowerid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143400,121400,,143400,143400,181400,,,,,
1996-04-30,american_forkutahut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,104200,128500,,151200,125000,104600,112200,125000,129500,165600,,,,,
1996-04-30,americussumterga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,71200,,,,,,,,,,,,
1996-04-30,amerypolkwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258500,,,,,
1996-04-30,amherstamherstva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77200,,,,,,,88900,,,,,
1996-04-30,amhersterieny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,82600,102800,,176800,115400,,,115400,116800,165800,,,,,
1996-04-30,amhersthampshirema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,69500,86200,122600,170900,,133000,95300,81300,133000,145800,213500,,,,,
1996-04-30,amherstlorainoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,93400,108500,161600,164500,113000,85500,126700,113000,112700,171400,,,,,
1996-04-30,amissvilleculpeperva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,145700,192300,,149900,,,149900,149900,209600,,,,,
1996-04-30,amitetangipahoala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116400,,,116400,116400,159500,,,,,
1996-04-30,amity_gardensberkspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,112900,160800,,127200,106200,,127200,127800,168300,,,,,
1996-04-30,amity_townshipberkspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,86400,132400,171700,,163900,103800,,163900,164600,193900,,,,,
1996-04-30,ammonbonnevilleid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,68700,93100,124600,158600,101200,68900,,101200,105900,147600,,,,,
1996-04-30,amorymonroems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,34900,,,,80200,,,,,
1996-04-30,amwell_townshipwashingtonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,82300,,,77200,,,77200,77200,105300,,,,,
1996-04-30,anacortesskagitwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,111400,134400,159400,189300,198900,135400,,,135400,142600,210300,,,,,
1996-04-30,anaheimorangeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,125800,160200,184700,229200,164100,136300,122600,164100,172200,232000,,,,,
1996-04-30,anchoragejeffersonky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,364900,,482500,,347400,215400,,347400,349600,601500,,,,,
1996-04-30,ancient_oakslehighpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,134700,,,,141900,,144500,141900,134200,191300,,,,,
1996-04-30,andalesedgwickks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,95200,,,98100,62200,,98100,98100,,,,,,
1996-04-30,andalusiarock_islandil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49700,,,,90900,,,,,
1996-04-30,andersonandersonsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,53800,50700,83300,145800,150400,70300,,68800,70300,70400,125600,,,,,
1996-04-30,andersonlauderdaleal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000,,,53000,53000,83000,,,,,
1996-04-30,andersonmadisonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,47800,59200,,71200,54300,,78900,54300,53000,76100,,,,,
1996-04-30,andersonshastaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,66500,87500,111500,,85200,67900,,85200,85200,115700,,,,,
1996-04-30,andersonvilleandersontn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,98300,,,69300,,,69300,68400,136200,,,,,
1996-04-30,andover_townshipsussexnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,144800,98600,79900,144800,150500,224700,,,,,
1996-04-30,andoveranokamn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,106500,125200,147700,175000,133800,99100,,133800,134400,179800,,,,,
1996-04-30,andoverashtabulaoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,65500,72400,,60800,,,60800,60800,86000,,,,,
1996-04-30,andoverbutlerks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,144500,187900,215900,174000,139500,,174000,174000,224400,,,,,
1996-04-30,andovermerrimacknh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,77500,85000,,,83500,67800,,83500,83500,,,,,,
1996-04-30,andovertollandct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,106700,128900,157800,,126900,103800,,126900,126900,168800,,,,,
1996-04-30,andrewsgeorgetownsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,49900,62300,,,,,,,72000,,,,,
1996-04-30,andrewshuntingtonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,47300,,,,,45800,,,,88800,,,,,
1996-04-30,angelscalaverasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,124100,168100,,115600,,,115600,116200,,,,,,
1996-04-30,angelus_oakssan_bernardinoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92500,,,,,,,,103900,,,,,
1996-04-30,angierharnettnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,59900,89500,,,90800,71000,,90800,91000,136900,,,,,
1996-04-30,angletonbrazoriatx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61100,,,,,,,,,,,,,
1996-04-30,angola_on_the_lakeerieny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54500,69900,,,67800,51700,,67800,67800,,,,,,
1996-04-30,angolaerieny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72700,,,55300,,,,84600,,,,,
1996-04-30,angolasteubenin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,69300,94700,139100,,92600,63200,,92600,92700,,,,,,
1996-04-30,angorasaint_louismn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400,,,49400,49400,,,,,,
1996-04-30,aniwamarathonwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56200,,,56200,56200,78000,,,,,
1996-04-30,ankenypolkia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,83500,98900,144900,179900,98500,78900,83000,98500,105800,146100,,,,,
1996-04-30,ann_arborwashtenawmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,90300,107300,129000,188500,220200,152000,106900,127300,152000,157300,248200,,,,,
1996-04-30,anna_mariamanateefl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,185300,250300,311800,,228900,177700,,228900,237700,368600,,,,,
1996-04-30,annandalefairfaxva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,69500,77200,162800,217100,236800,187900,101000,102600,187900,214100,244900,,,,,
1996-04-30,annandalewrightmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,93700,108100,118100,,107900,,,107900,107900,170600,,,,,
1996-04-30,annapolisanne_arundelmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,109900,128600,161800,229600,317600,161300,110500,113700,161300,172600,262400,,,,,
1996-04-30,annapolissonomaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,213700,,,,,246500,199000,,246500,246800,,,,,,
1996-04-30,annashelbyoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,106500,107700,,105000,,,105000,105000,161800,,,,,
1996-04-30,annettaparkertx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,135600,,,135600,135600,193000,,,,,
1996-04-30,annsvilleoneidany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200,56700,,,54100,42600,,54100,54100,68600,,,,,
1996-04-30,anokaanokamn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,83200,89500,99700,111900,91000,77800,78400,91000,91100,115400,,,,,
1996-04-30,ansoniadarkeoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55100,69100,,,67000,,,67000,67000,93500,,,,,
1996-04-30,ansonianew_havenct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,95100,118800,126000,,115400,92300,65400,115400,116800,140100,,,,,
1996-04-30,antelope_valley_crestviewcampbellwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,251400,,222400,185900,,222400,221900,263900,,,,,
1996-04-30,anthemmaricopaaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,110600,124600,167500,215500,152300,109200,99500,152300,153600,214800,,,,,
1996-04-30,anthonydona_ananm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160900,,,,,
1996-04-30,anthonyel_pasotx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67900,75700,,,,,,,,,,,,
1996-04-30,anthonymarionfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,42700,81500,,,79500,45100,,79500,79500,105300,,,,,
1996-04-30,antiochcontra_costaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,129400,173300,,147800,103400,,147800,150400,205100,,,,,
1996-04-30,antiochlakeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,99500,141800,204200,,149500,96300,125400,149500,151200,215200,,,,,
1996-04-30,antlerspushmatahaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21300,,,,,21500,,,,,,,,,
1996-04-30,antrim_townshipfranklinpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,70800,,,,65200,,,,,,,,,
1996-04-30,apache_junctionpinalaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,74000,103800,,,,,,,112200,,,,,
