Unique_City_ID,City,County,State_Abbr,Zip,State
oak_grovechristianky,Oak Grove,Christian,KY,42262.0,Kentucky
jarvisburgcurritucknc,Jarvisburg,Currituck,NC,27947.0,North Carolina
mcminnvilleyamhillor,McMinnville,Yamhill,OR,97128.0,Oregon
union_townshiperiepa,Union Township,Erie,PA,,Pennsylvania
oshkoshwinnebagowi,Oshkosh,Winnebago,WI,54904.0,Wisconsin
garrettellistx,Garrett,Ellis,TX,,Texas
winnebagowinnebagoil,Winnebago,Winnebago,IL,61088.0,Illinois
snowshoepocahontaswv,Snowshoe,Pocahontas,WV,26209.0,West Virginia
bald_eagle_townshipclintonpa,Bald Eagle Township,Clinton,PA,,Pennsylvania
mayesvillesumtersc,Mayesville,Sumter,SC,29104.0,South Carolina
brightonfranklinny,Brighton,Franklin,NY,,New York
clay_townshipbutlerpa,Clay Township,Butler,PA,,Pennsylvania
bryn_mawr_skywaykingwa,Bryn Mawr-Skyway,King,WA,,Washington
nelsonbuffalowi,Nelson,Buffalo,WI,54756.0,Wisconsin
otter_lakelapeermi,Otter Lake,Lapeer,MI,48464.0,Michigan
south_bostonhalifaxva,South Boston,Halifax,VA,24592.0,Virginia
east_glenvilleschenectadyny,East Glenville,Schenectady,NY,,New York
lanarkcarrollil,Lanark,Carroll,IL,61046.0,Illinois
oxfordjohnsonia,Oxford,Johnson,IA,52322.0,Iowa
kenovawaynewv,Kenova,Wayne,WV,25530.0,West Virginia
lewistownmifflinpa,Lewistown,Mifflin,PA,17044.0,Pennsylvania
plainvillenorfolkma,Plainville,Norfolk,MA,2762.0,Massachusetts
freeportwaltonfl,Freeport,Walton,FL,32439.0,Florida
albanygreenwi,Albany,Green,WI,53502.0,Wisconsin
cablechampaignoh,Cable,Champaign,OH,43009.0,Ohio
avila_beachsan_luis_obispoca,Avila Beach,San Luis Obispo,CA,93424.0,California
west_whittier_los_nietoslos_angelesca,West Whittier-Los Nietos,Los Angeles,CA,,California
polktonansonnc,Polkton,Anson,NC,28135.0,North Carolina
brodheadsvillemonroepa,Brodheadsville,Monroe,PA,18322.0,Pennsylvania
dubuquedubuqueia,Dubuque,Dubuque,IA,52003.0,Iowa
vernon_centerblue_earthmn,Vernon Center,Blue Earth,MN,56090.0,Minnesota
colbyclarkwi,Colby,Clark,WI,54421.0,Wisconsin
madridhoustonal,Madrid,Houston,AL,,Alabama
alfredyorkme,Alfred,York,ME,4002.0,Maine
wanamassamonmouthnj,Wanamassa,Monmouth,NJ,,New Jersey
vintongalliaoh,Vinton,Gallia,OH,45686.0,Ohio
wadesvilleposeyin,Wadesville,Posey,IN,47638.0,Indiana
mercer_townshipbutlerpa,Mercer Township,Butler,PA,,Pennsylvania
samsongenevaal,Samson,Geneva,AL,36477.0,Alabama
flintvillelincolntn,Flintville,Lincoln,TN,37335.0,Tennessee
bee_springedmonsonky,Bee Spring,Edmonson,KY,42207.0,Kentucky
morganorleansvt,Morgan,Orleans,VT,5853.0,Vermont
mccalmont_townshipjeffersonpa,Mccalmont Township,Jefferson,PA,,Pennsylvania
harrison_citywestmorelandpa,Harrison City,Westmoreland,PA,15636.0,Pennsylvania
north_gardenalbemarleva,North Garden,Albemarle,VA,22959.0,Virginia
gibsonvilleguilfordnc,Gibsonville,Guilford,NC,27249.0,North Carolina
bronwoodterrellga,Bronwood,Terrell,GA,39826.0,Georgia
oppcovingtonal,Opp,Covington,AL,36467.0,Alabama
heritage_creekjeffersonky,Heritage Creek,Jefferson,KY,,Kentucky
streetmanfreestonetx,Streetman,Freestone,TX,75859.0,Texas
labadiefranklinmo,Labadie,Franklin,MO,63055.0,Missouri
morvenbrooksga,Morven,Brooks,GA,31638.0,Georgia
delancoburlingtonnj,Delanco,Burlington,NJ,,New Jersey
steubenvillejeffersonoh,Steubenville,Jefferson,OH,43953.0,Ohio
briarclifftravistx,Briarcliff,Travis,TX,,Texas
cockrell_hilldallastx,Cockrell Hill,Dallas,TX,,Texas
prairie_cityjasperia,Prairie City,Jasper,IA,50228.0,Iowa
alto_passunionil,Alto Pass,Union,IL,62905.0,Illinois
huntsvillerandolphmo,Huntsville,Randolph,MO,65259.0,Missouri
canastotamadisonny,Canastota,Madison,NY,13032.0,New York
germanchenangony,German,Chenango,NY,,New York
marrerojeffersonla,Marrero,Jefferson,LA,70072.0,Louisiana
kasilofkenai_peninsulaak,Kasilof,Kenai Peninsula,AK,99610.0,Alaska
orlandologanok,Orlando,Logan,OK,73073.0,Oklahoma
new_iberiaiberiala,New Iberia,Iberia,LA,70563.0,Louisiana
oriskany_fallsoneidany,Oriskany Falls,Oneida,NY,13425.0,New York
walthillthurstonne,Walthill,Thurston,NE,68067.0,Nebraska
calimesariversideca,Calimesa,Riverside,CA,92320.0,California
demoresthabershamga,Demorest,Habersham,GA,30535.0,Georgia
humeedgaril,Hume,Edgar,IL,61932.0,Illinois
merrillsaginawmi,Merrill,Saginaw,MI,48637.0,Michigan
andalusiarock_islandil,Andalusia,Rock Island,IL,61232.0,Illinois
town_of_monroeorangeny,Town of Monroe,Orange,NY,,New York
arnoldanne_arundelmd,Arnold,Anne Arundel,MD,21012.0,Maryland
woodbinecape_maynj,Woodbine,Cape May,NJ,8270.0,New Jersey
erskinepolkmn,Erskine,Polk,MN,56535.0,Minnesota
rutlanddanewi,Rutland,Dane,WI,,Wisconsin
edgertonrockwi,Edgerton,Rock,WI,53534.0,Wisconsin
williamsportpickawayoh,Williamsport,Pickaway,OH,43164.0,Ohio
orondodouglaswa,Orondo,Douglas,WA,98843.0,Washington
earlingshelbyia,Earling,Shelby,IA,51530.0,Iowa
gilt_edgetiptontn,Gilt Edge,Tipton,TN,,Tennessee
lower_burrellwestmorelandpa,Lower Burrell,Westmoreland,PA,,Pennsylvania
murfreesboropikear,Murfreesboro,Pike,AR,71958.0,Arkansas
lawtoncomancheok,Lawton,Comanche,OK,73507.0,Oklahoma
hillsboroughsomersetnj,Hillsborough,Somerset,NJ,8844.0,New Jersey
rochelle_parkbergennj,Rochelle Park,Bergen,NJ,7662.0,New Jersey
leonidassaint_louismn,Leonidas,Saint Louis,MN,,Minnesota
marine_citysaint_clairmi,Marine City,Saint Clair,MI,,Michigan
north_readingmiddlesexma,North Reading,Middlesex,MA,1864.0,Massachusetts
center_townshipbeaverpa,Center Township,Beaver,PA,,Pennsylvania
uticasewardne,Utica,Seward,NE,68456.0,Nebraska
dalzellsumtersc,Dalzell,Sumter,SC,29040.0,South Carolina
windsorbertienc,Windsor,Bertie,NC,27983.0,North Carolina
fultonvillemontgomeryny,Fultonville,Montgomery,NY,12072.0,New York
union_townshipjeffersonpa,Union Township,Jefferson,PA,,Pennsylvania
bainbridgedecaturga,Bainbridge,Decatur,GA,39819.0,Georgia
west_greenwichkentri,West Greenwich,Kent,RI,2817.0,Rhode Island
middlesexmiddlesexnj,Middlesex,Middlesex,NJ,8846.0,New Jersey
gotebokiowaok,Gotebo,Kiowa,OK,73041.0,Oklahoma
bow_mararapahoeco,Bow Mar,Arapahoe,CO,,Colorado
rocky_pointpendernc,Rocky Point,Pender,NC,28457.0,North Carolina
boykinssouthamptonva,Boykins,Southampton,VA,23827.0,Virginia
saint_paulsrobesonnc,Saint Pauls,Robeson,NC,28384.0,North Carolina
fort_stocktonpecostx,Fort Stockton,Pecos,TX,79735.0,Texas
hobartlakein,Hobart,Lake,IN,46342.0,Indiana
inwoodnassauny,Inwood,Nassau,NY,11096.0,New York
milantelfairga,Milan,Telfair,GA,31060.0,Georgia
friscodarenc,Frisco,Dare,NC,27936.0,North Carolina
bladessussexde,Blades,Sussex,DE,,Delaware
mariettagreenvillesc,Marietta,Greenville,SC,29661.0,South Carolina
wattsperrypa,Watts,Perry,PA,,Pennsylvania
haguewarrenny,Hague,Warren,NY,12836.0,New York
league_citygalvestontx,League City,Galveston,TX,77573.0,Texas
genoacayugany,Genoa,Cayuga,NY,13071.0,New York
lawrencenassauny,Lawrence,Nassau,NY,11559.0,New York
gardinerdouglasor,Gardiner,Douglas,OR,97441.0,Oregon
richmond_heightsmiami_dadefl,Richmond Heights,Miami-Dade,FL,,Florida
inglislevyfl,Inglis,Levy,FL,34449.0,Florida
montgomerylycomingpa,Montgomery,Lycoming,PA,17752.0,Pennsylvania
dorsetbenningtonvt,Dorset,Bennington,VT,5251.0,Vermont
town_of_manliusonondagany,Town of Manlius,Onondaga,NY,,New York
russelllyonmn,Russell,Lyon,MN,56169.0,Minnesota
orientsuffolkny,Orient,Suffolk,NY,11957.0,New York
toughkenamonchesterpa,Toughkenamon,Chester,PA,19374.0,Pennsylvania
kaaawahonoluluhi,Kaaawa,Honolulu,HI,96730.0,Hawaii
pattoncambriapa,Patton,Cambria,PA,16668.0,Pennsylvania
weatoguehartfordct,Weatogue,Hartford,CT,6089.0,Connecticut
donovaniroquoisil,Donovan,Iroquois,IL,60931.0,Illinois
union_townshipfultonpa,Union Township,Fulton,PA,,Pennsylvania
newfieldsrockinghamnh,Newfields,Rockingham,NH,3856.0,New Hampshire
corryeriepa,Corry,Erie,PA,16407.0,Pennsylvania
kemmererlincolnwy,Kemmerer,Lincoln,WY,83101.0,Wyoming
trumanmartinmn,Truman,Martin,MN,56088.0,Minnesota
crothersvillejacksonin,Crothersville,Jackson,IN,47229.0,Indiana
brices_creekcravennc,Brices Creek,Craven,NC,,North Carolina
liscogardenne,Lisco,Garden,NE,69148.0,Nebraska
storymontgomeryar,Story,Montgomery,AR,71970.0,Arkansas
hamburgsussexnj,Hamburg,Sussex,NJ,7419.0,New Jersey
buckfieldoxfordme,Buckfield,Oxford,ME,4220.0,Maine
hazel_runyellow_medicinemn,Hazel Run,Yellow Medicine,MN,,Minnesota
plainvillehartfordct,Plainville,Hartford,CT,6062.0,Connecticut
town_of_spencertiogany,Town of Spencer,Tioga,NY,,New York
north_brooksvillehernandofl,North Brooksville,Hernando,FL,,Florida
dupontputnamoh,Dupont,Putnam,OH,,Ohio
leomalawrencetn,Leoma,Lawrence,TN,38468.0,Tennessee
dunes_citylaneor,Dunes City,Lane,OR,,Oregon
wakarusaelkhartin,Wakarusa,Elkhart,IN,46573.0,Indiana
thompson_fallssandersmt,Thompson Falls,Sanders,MT,59873.0,Montana
palestinesaint_francisar,Palestine,Saint Francis,AR,,Arkansas
grantvillecowetaga,Grantville,Coweta,GA,30220.0,Georgia
lucasvillesciotooh,Lucasville,Scioto,OH,45648.0,Ohio
movillewoodburyia,Moville,Woodbury,IA,51039.0,Iowa
east_rockawaynassauny,East Rockaway,Nassau,NY,11518.0,New York
warr_acresoklahomaok,Warr Acres,Oklahoma,OK,,Oklahoma
quanticowicomicomd,Quantico,Wicomico,MD,21856.0,Maryland
martinsvillehenryva,Martinsville,Henry,VA,24112.0,Virginia
slaydendicksontn,Slayden,Dickson,TN,37165.0,Tennessee
stoughtonnorfolkma,Stoughton,Norfolk,MA,2072.0,Massachusetts
owingscalvertmd,Owings,Calvert,MD,20736.0,Maryland
colwichsedgwickks,Colwich,Sedgwick,KS,67030.0,Kansas
seminolegainestx,Seminole,Gaines,TX,79360.0,Texas
fort_branchgibsonin,Fort Branch,Gibson,IN,47648.0,Indiana
newtoncatawbanc,Newton,Catawba,NC,28658.0,North Carolina
strattonkit_carsonco,Stratton,Kit Carson,CO,80836.0,Colorado
wheatlandclintonia,Wheatland,Clinton,IA,52777.0,Iowa
strangmayesok,Strang,Mayes,OK,74367.0,Oklahoma
beaver_damohioky,Beaver Dam,Ohio,KY,42320.0,Kentucky
town_of_almondalleganyny,Town of Almond,Allegany,NY,,New York
jacksonhindsms,Jackson,Hinds,MS,39269.0,Mississippi
horse_shoehendersonnc,Horse Shoe,Henderson,NC,28742.0,North Carolina
florenceoneidany,Florence,Oneida,NY,,New York
town_of_conwaycarrollnh,Town of Conway,Carroll,NH,,New Hampshire
etowahhendersonnc,Etowah,Henderson,NC,28729.0,North Carolina
broadmoor_villagesan_mateoca,Broadmoor Village,San Mateo,CA,,California
imperial_enlowalleghenypa,Imperial-Enlow,Allegheny,PA,,Pennsylvania
polkton_townshipottawami,Polkton Township,Ottawa,MI,,Michigan
woodlyndelawarepa,Woodlyn,Delaware,PA,19094.0,Pennsylvania
cobblakeca,Cobb,Lake,CA,95426.0,California
clarkedalecrittendenar,Clarkedale,Crittenden,AR,72325.0,Arkansas
meddybempswashingtonme,Meddybemps,Washington,ME,4657.0,Maine
crown_pointessexny,Crown Point,Essex,NY,12928.0,New York
navassabrunswicknc,Navassa,Brunswick,NC,,North Carolina
mount_poconomonroepa,Mount Pocono,Monroe,PA,18344.0,Pennsylvania
archdalerandolphnc,Archdale,Randolph,NC,,North Carolina
west_perrysnyderpa,West Perry,Snyder,PA,,Pennsylvania
moselsheboyganwi,Mosel,Sheboygan,WI,,Wisconsin
new_ringgoldschuylkillpa,New Ringgold,Schuylkill,PA,17960.0,Pennsylvania
south_gatelos_angelesca,South Gate,Los Angeles,CA,90280.0,California
town_of_lincolnpenobscotme,Town of Lincoln,Penobscot,ME,,Maine
actonmiddlesexma,Acton,Middlesex,MA,1720.0,Massachusetts
seneca_knollsonondagany,Seneca Knolls,Onondaga,NY,,New York
shastashastaca,Shasta,Shasta,CA,96087.0,California
banksbradleyar,Banks,Bradley,AR,71631.0,Arkansas
cumberlandalleganymd,Cumberland,Allegany,MD,21502.0,Maryland
rushmorenoblesmn,Rushmore,Nobles,MN,56168.0,Minnesota
iredellbosquetx,Iredell,Bosque,TX,76649.0,Texas
coconut_creekbrowardfl,Coconut Creek,Broward,FL,,Florida
gravois_millscamdenmo,Gravois Mills,Camden,MO,,Missouri
bon_airchesterfieldva,Bon Air,Chesterfield,VA,,Virginia
istachattahernandofl,Istachatta,Hernando,FL,,Florida
sandbornknoxin,Sandborn,Knox,IN,47578.0,Indiana
hunlockluzernepa,Hunlock,Luzerne,PA,,Pennsylvania
east_quoguesuffolkny,East Quogue,Suffolk,NY,11942.0,New York
london_britain_townshipchesterpa,London Britain Township,Chester,PA,,Pennsylvania
carthagejeffersonny,Carthage,Jefferson,NY,13619.0,New York
euchadelawareok,Eucha,Delaware,OK,74342.0,Oklahoma
medleymiami_dadefl,Medley,Miami-Dade,FL,,Florida
mannsvillejeffersonny,Mannsville,Jefferson,NY,13661.0,New York
almondportagewi,Almond,Portage,WI,54909.0,Wisconsin
coyne_centerrock_islandil,Coyne Center,Rock Island,IL,,Illinois
saint_lucasfayetteia,Saint Lucas,Fayette,IA,52166.0,Iowa
elkportclaytonia,Elkport,Clayton,IA,52044.0,Iowa
redgranitewausharawi,Redgranite,Waushara,WI,54970.0,Wisconsin
webster_cityhamiltonia,Webster City,Hamilton,IA,50595.0,Iowa
silver_baylakemn,Silver Bay,Lake,MN,55614.0,Minnesota
creolamobileal,Creola,Mobile,AL,36525.0,Alabama
goodwelltexasok,Goodwell,Texas,OK,73939.0,Oklahoma
sellersburgclarkin,Sellersburg,Clark,IN,47172.0,Indiana
pittsvillewoodwi,Pittsville,Wood,WI,54466.0,Wisconsin
willow_woodlawrenceoh,Willow Wood,Lawrence,OH,45696.0,Ohio
port_wentworthchathamga,Port Wentworth,Chatham,GA,31407.0,Georgia
mentzcayugany,Mentz,Cayuga,NY,,New York
mcnettlycomingpa,McNett,Lycoming,PA,,Pennsylvania
adams_townshipcambriapa,Adams Township,Cambria,PA,,Pennsylvania
nunnellyhickmantn,Nunnelly,Hickman,TN,37137.0,Tennessee
chesterfieldmacoupinil,Chesterfield,Macoupin,IL,62630.0,Illinois
tingleyringgoldia,Tingley,Ringgold,IA,50863.0,Iowa
ohlmanmontgomeryil,Ohlman,Montgomery,IL,62076.0,Illinois
isle_of_hopechathamga,Isle of Hope,Chatham,GA,,Georgia
stitzergrantwi,Stitzer,Grant,WI,53825.0,Wisconsin
robinslinnia,Robins,Linn,IA,52328.0,Iowa
east_sidecarbonpa,East Side,Carbon,PA,,Pennsylvania
vernon_hillhalifaxva,Vernon Hill,Halifax,VA,24597.0,Virginia
goodyears_barsierraca,Goodyears Bar,Sierra,CA,95944.0,California
melbournebrevardfl,Melbourne,Brevard,FL,32940.0,Florida
fredericcrawfordmi,Frederic,Crawford,MI,49733.0,Michigan
brookvillejeffersonpa,Brookville,Jefferson,PA,15825.0,Pennsylvania
parker_townshipbutlerpa,Parker Township,Butler,PA,,Pennsylvania
clearlakelakeca,Clearlake,Lake,CA,95422.0,California
moon_townshipalleghenypa,Moon Township,Allegheny,PA,,Pennsylvania
rivertonburlingtonnj,Riverton,Burlington,NJ,8077.0,New Jersey
spartawhitetn,Sparta,White,TN,38583.0,Tennessee
chamberlaynehenricova,Chamberlayne,Henrico,VA,,Virginia
cozaddawsonne,Cozad,Dawson,NE,69130.0,Nebraska
harlanshelbyia,Harlan,Shelby,IA,51537.0,Iowa
mercersomersetme,Mercer,Somerset,ME,,Maine
convoyvan_wertoh,Convoy,Van Wert,OH,45832.0,Ohio
lummi_islandwhatcomwa,Lummi Island,Whatcom,WA,98262.0,Washington
alliancepamliconc,Alliance,Pamlico,NC,,North Carolina
hendersonyorkne,Henderson,York,NE,68371.0,Nebraska
rupertcolumbiapa,Rupert,Columbia,PA,,Pennsylvania
oswegolabetteks,Oswego,Labette,KS,67356.0,Kansas
hallockkittsonmn,Hallock,Kittson,MN,56728.0,Minnesota
highlandsmaconnc,Highlands,Macon,NC,28741.0,North Carolina
deep_rivermiddlesexct,Deep River,Middlesex,CT,6417.0,Connecticut
cocoa_beachbrevardfl,Cocoa Beach,Brevard,FL,32931.0,Florida
cascocumberlandme,Casco,Cumberland,ME,4015.0,Maine
margatebrowardfl,Margate,Broward,FL,,Florida
melbourne_beachbrevardfl,Melbourne Beach,Brevard,FL,32951.0,Florida
creeksideindianapa,Creekside,Indiana,PA,15732.0,Pennsylvania
dariengeneseeny,Darien,Genesee,NY,,New York
west_mansfieldloganoh,West Mansfield,Logan,OH,43358.0,Ohio
taylor_townshiplawrencepa,Taylor Township,Lawrence,PA,,Pennsylvania
bay_citybaymi,Bay City,Bay,MI,48708.0,Michigan
jeaneretteiberiala,Jeanerette,Iberia,LA,70544.0,Louisiana
south_whitleywhitleyin,South Whitley,Whitley,IN,46787.0,Indiana
old_ripleybondil,Old Ripley,Bond,IL,,Illinois
hewlettnassauny,Hewlett,Nassau,NY,11557.0,New York
wausaumarathonwi,Wausau,Marathon,WI,54403.0,Wisconsin
schneiderlakein,Schneider,Lake,IN,46376.0,Indiana
cleveland_heightscuyahogaoh,Cleveland Heights,Cuyahoga,OH,,Ohio
somersworthstraffordnh,Somersworth,Strafford,NH,3878.0,New Hampshire
keego_harboroaklandmi,Keego Harbor,Oakland,MI,48320.0,Michigan
nottingham_townshipwashingtonpa,Nottingham Township,Washington,PA,,Pennsylvania
firestoneweldco,Firestone,Weld,CO,80520.0,Colorado
okolonaclarkar,Okolona,Clark,AR,71962.0,Arkansas
wilmingtonmiddlesexma,Wilmington,Middlesex,MA,1887.0,Massachusetts
palmerpocahontasia,Palmer,Pocahontas,IA,50571.0,Iowa
dumfriesprince_williamva,Dumfries,Prince William,VA,22026.0,Virginia
warrenwashingtonvt,Warren,Washington,VT,5674.0,Vermont
lazy_lakebrowardfl,Lazy Lake,Broward,FL,,Florida
valley_townshipchesterpa,Valley Township,Chester,PA,,Pennsylvania
lillingtonharnettnc,Lillington,Harnett,NC,27546.0,North Carolina
mount_morrislivingstonny,Mount Morris,Livingston,NY,14510.0,New York
boonepuebloco,Boone,Pueblo,CO,81025.0,Colorado
douglasgarfieldok,Douglas,Garfield,OK,73733.0,Oklahoma
gulf_gate_estatessarasotafl,Gulf Gate Estates,Sarasota,FL,,Florida
davenportdelawareny,Davenport,Delaware,NY,13750.0,New York
monktonaddisonvt,Monkton,Addison,VT,,Vermont
ocotilloimperialca,Ocotillo,Imperial,CA,92259.0,California
carmelhamiltonin,Carmel,Hamilton,IN,46033.0,Indiana
five_cornersclarkwa,Five Corners,Clark,WA,,Washington
suchesunionga,Suches,Union,GA,30572.0,Georgia
buttesilver_bowmt,Butte,Silver Bow,MT,59750.0,Montana
oaklandorangefl,Oakland,Orange,FL,34760.0,Florida
dowlingbarrymi,Dowling,Barry,MI,49050.0,Michigan
fallstonclevelandnc,Fallston,Cleveland,NC,,North Carolina
turtletownpolktn,Turtletown,Polk,TN,37391.0,Tennessee
mercermadisontn,Mercer,Madison,TN,38392.0,Tennessee
carsonpottawattamieia,Carson,Pottawattamie,IA,51525.0,Iowa
phillipsburgwarrennj,Phillipsburg,Warren,NJ,8865.0,New Jersey
chimacumjeffersonwa,Chimacum,Jefferson,WA,98325.0,Washington
robinwoodwashingtonmd,Robinwood,Washington,MD,,Maryland
bunker_hill_villageharristx,Bunker Hill Village,Harris,TX,,Texas
teacheyduplinnc,Teachey,Duplin,NC,28464.0,North Carolina
alvordwisetx,Alvord,Wise,TX,76225.0,Texas
fowlervillelivingstonmi,Fowlerville,Livingston,MI,48836.0,Michigan
bogotabergennj,Bogota,Bergen,NJ,7603.0,New Jersey
guntownleems,Guntown,Lee,MS,38849.0,Mississippi
sawyerchoctawok,Sawyer,Choctaw,OK,74756.0,Oklahoma
abernathyhaletx,Abernathy,Hale,TX,79311.0,Texas
dearborn_heightswaynemi,Dearborn Heights,Wayne,MI,48127.0,Michigan
pinevilleizardar,Pineville,Izard,AR,72566.0,Arkansas
oologahrogersok,Oologah,Rogers,OK,74053.0,Oklahoma
nordlandjeffersonwa,Nordland,Jefferson,WA,98358.0,Washington
hastingsdakotamn,Hastings,Dakota,MN,55033.0,Minnesota
weehawkenhudsonnj,Weehawken,Hudson,NJ,7086.0,New Jersey
mather_air_force_basesacramentoca,Mather Air Force Base,Sacramento,CA,,California
slickvillewestmorelandpa,Slickville,Westmoreland,PA,15684.0,Pennsylvania
town_of_potsdamsaint_lawrenceny,Town of Potsdam,Saint Lawrence,NY,,New York
brutusemmetmi,Brutus,Emmet,MI,49716.0,Michigan
fort_belvoirfairfaxva,Fort Belvoir,Fairfax,VA,22060.0,Virginia
perrintongratiotmi,Perrinton,Gratiot,MI,48871.0,Michigan
woodallcherokeeok,Woodall,Cherokee,OK,,Oklahoma
sheridanhamiltonin,Sheridan,Hamilton,IN,46069.0,Indiana
pembrokemerrimacknh,Pembroke,Merrimack,NH,,New Hampshire
winter_parkorangefl,Winter Park,Orange,FL,32792.0,Florida
manchestersaint_louismo,Manchester,Saint Louis,MO,,Missouri
saludahendersonnc,Saluda,Henderson,NC,,North Carolina
seabrookcumberlandnj,Seabrook,Cumberland,NJ,,New Jersey
south_san_franciscosan_mateoca,South San Francisco,San Mateo,CA,94080.0,California
orchard_hillspaldingga,Orchard Hill,Spalding,GA,,Georgia
reservesaint_john_the_baptistla,Reserve,Saint John the Baptist,LA,,Louisiana
dresdenmuskingumoh,Dresden,Muskingum,OH,43821.0,Ohio
tomballharristx,Tomball,Harris,TX,77377.0,Texas
warwick_townshiplancasterpa,Warwick Township,Lancaster,PA,,Pennsylvania
lawrencevan_burenmi,Lawrence,Van Buren,MI,49064.0,Michigan
hancockhillsboroughnh,Hancock,Hillsborough,NH,3449.0,New Hampshire
okleered_lakemn,Oklee,Red Lake,MN,56742.0,Minnesota
mountain_parkfultonga,Mountain Park,Fulton,GA,,Georgia
huntsvilleloganoh,Huntsville,Logan,OH,43324.0,Ohio
barneveldiowawi,Barneveld,Iowa,WI,53507.0,Wisconsin
harrisosceolaia,Harris,Osceola,IA,51345.0,Iowa
campbelltownlebanonpa,Campbelltown,Lebanon,PA,17010.0,Pennsylvania
reilly_townshipschuylkillpa,Reilly Township,Schuylkill,PA,,Pennsylvania
bosquevalencianm,Bosque,Valencia,NM,,New Mexico
colonial_parkdauphinpa,Colonial Park,Dauphin,PA,,Pennsylvania
ventresspointe_coupeela,Ventress,Pointe Coupee,LA,70783.0,Louisiana
zincboonear,Zinc,Boone,AR,,Arkansas
west_libertybutlerpa,West Liberty,Butler,PA,,Pennsylvania
north_arlingtonbergennj,North Arlington,Bergen,NJ,7031.0,New Jersey
yorktowndelawarein,Yorktown,Delaware,IN,47396.0,Indiana
balfourhendersonnc,Balfour,Henderson,NC,,North Carolina
chatsworthmurrayga,Chatsworth,Murray,GA,30705.0,Georgia
stockholmaroostookme,Stockholm,Aroostook,ME,4783.0,Maine
bridgewaterlitchfieldct,Bridgewater,Litchfield,CT,6752.0,Connecticut
tooeletooeleut,Tooele,Tooele,UT,84074.0,Utah
good_hopewaltonga,Good Hope,Walton,GA,30641.0,Georgia
huston_townshipclearfieldpa,Huston Township,Clearfield,PA,,Pennsylvania
plumalleghenypa,Plum,Allegheny,PA,,Pennsylvania
bellevilleessexnj,Belleville,Essex,NJ,7109.0,New Jersey
alamancealamancenc,Alamance,Alamance,NC,27201.0,North Carolina
milltowncrawfordin,Milltown,Crawford,IN,47145.0,Indiana
franklinnew_londonct,Franklin,New London,CT,,Connecticut
cypressjacksonfl,Cypress,Jackson,FL,32432.0,Florida
simmlersan_luis_obispoca,Simmler,San Luis Obispo,CA,,California
forest_parkclaytonga,Forest Park,Clayton,GA,30297.0,Georgia
elwellgratiotmi,Elwell,Gratiot,MI,48832.0,Michigan
big_springhowardtx,Big Spring,Howard,TX,79720.0,Texas
oneida_townshiphuntingdonpa,Oneida Township,Huntingdon,PA,,Pennsylvania
lakesidenavajoaz,Lakeside,Navajo,AZ,85929.0,Arizona
merrimacsaukwi,Merrimac,Sauk,WI,53561.0,Wisconsin
silobryanok,Silo,Bryan,OK,,Oklahoma
octaviabutlerne,Octavia,Butler,NE,,Nebraska
warrenbristolri,Warren,Bristol,RI,2885.0,Rhode Island
exeterotsegony,Exeter,Otsego,NY,,New York
mcchesneytown_loyalhannawestmorelandpa,Mcchesneytown-Loyalhanna,Westmoreland,PA,,Pennsylvania
petersburgmenardil,Petersburg,Menard,IL,62675.0,Illinois
dysarttamaia,Dysart,Tama,IA,52224.0,Iowa
aftoncheboyganmi,Afton,Cheboygan,MI,49705.0,Michigan
nisqually_indian_communitythurstonwa,Nisqually Indian Community,Thurston,WA,,Washington
rosslyn_farmsalleghenypa,Rosslyn Farms,Allegheny,PA,,Pennsylvania
washington_terraceweberut,Washington Terrace,Weber,UT,,Utah
garysburgnorthamptonnc,Garysburg,Northampton,NC,27831.0,North Carolina
canal_fultonstarkoh,Canal Fulton,Stark,OH,44614.0,Ohio
turinmononaia,Turin,Monona,IA,,Iowa
harrimanroanetn,Harriman,Roane,TN,37748.0,Tennessee
dollar_bayhoughtonmi,Dollar Bay,Houghton,MI,49922.0,Michigan
charlestowncalumetwi,Charlestown,Calumet,WI,,Wisconsin
southlaketarranttx,Southlake,Tarrant,TX,76092.0,Texas
paynevillemeadeky,Payneville,Meade,KY,40157.0,Kentucky
knoxvillemarionia,Knoxville,Marion,IA,50138.0,Iowa
riddlevillewashingtonga,Riddleville,Washington,GA,,Georgia
norforkbaxterar,Norfork,Baxter,AR,72658.0,Arkansas
crossvillede_kalbal,Crossville,De Kalb,AL,,Alabama
rooseveltduchesneut,Roosevelt,Duchesne,UT,84066.0,Utah
palmer_lakeel_pasoco,Palmer Lake,El Paso,CO,80133.0,Colorado
martinsburgknoxoh,Martinsburg,Knox,OH,43037.0,Ohio
saint_luciesaint_luciefl,Saint Lucie,Saint Lucie,FL,,Florida
lexingtondawsonne,Lexington,Dawson,NE,68850.0,Nebraska
osykapikems,Osyka,Pike,MS,39657.0,Mississippi
mincogradyok,Minco,Grady,OK,73059.0,Oklahoma
wiltonlittle_riverar,Wilton,Little River,AR,71865.0,Arkansas
clinton_townshiphunterdonnj,Clinton Township,Hunterdon,NJ,,New Jersey
north_lauderdalebrowardfl,North Lauderdale,Broward,FL,,Florida
baytownharristx,Baytown,Harris,TX,77521.0,Texas
richfieldjuniatapa,Richfield,Juniata,PA,17086.0,Pennsylvania
