Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,217222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,102400,88300,,102400,102400,131400,,,,,
1996-04-30,217262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,72800,79000,90300,74900,63500,73200,74900,83600,96800,,,,,
1996-04-30,217363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,49800,62000,,54600,,51500,54600,,69200,,,,,
1996-04-30,217364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,81900,,,,53900,,,,81700,,,,,
1996-04-30,219666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,64700,70600,76000,68000,59200,,68000,69200,83300,,,,,
1996-04-30,21970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226400,,,226400,,,,,,,
1996-04-30,219763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,69200,75900,,,73100,58200,,73100,74000,90900,,,,,
1996-04-30,219911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,70900,74600,76700,,74200,63900,,74200,74300,85500,,,,,
1996-04-30,219917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,220200,167400,95100,111600,167400,202200,237200,,,,,
1996-04-30,220157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,53500,,,53300,,,53300,53300,60100,,,,,
1996-04-30,22021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,89700,114000,141400,170700,126500,96700,,126500,126500,183300,,,,,
1996-04-30,220861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,56600,66800,91200,,67600,51500,,67600,66700,91300,,,,,
1996-04-30,222357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53700,,,,,,,,66200,,,,,
1996-04-30,222732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,46100,59900,,,52800,43800,,52800,52800,75100,,,,,
1996-04-30,223246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,81800,,228100,353700,,128700,70200,126500,128700,,,,,,,
1996-04-30,223851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,63500,62500,86400,,64800,52400,,64800,64300,83500,,,,,
1996-04-30,224273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,63300,,,60400,51800,39400,60400,60900,77400,,,,,
1996-04-30,22505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,66600,,,,,
1996-04-30,225182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,131800,193700,,153100,122600,129800,153100,161900,224900,,,,,
1996-04-30,225359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53500,,,,,
1996-04-30,225760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,56000,73000,,,68500,,,68500,70500,,,,,,
1996-04-30,225896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,57400,64600,,,59800,55700,,59800,59800,69300,,,,,
1996-04-30,226065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,98400,110400,141700,,111100,97300,,111100,111100,136600,,,,,
1996-04-30,226316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,29700,,,,28800,,,,,,,,,
1996-04-30,226381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,53500,73900,84800,,68400,,,68400,67900,92800,,,,,
1996-04-30,226807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87000,,,,80600,60100,79000,80600,88300,,,,,,
1996-04-30,226842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,61500,74400,75000,,68000,50700,,68000,70000,77100,,,,,
1996-04-30,227190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,68600,75700,,69200,62400,,69200,69200,75800,,,,,
1996-04-30,227971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365900,,,322900,264000,284300,322900,347700,,,,,,
1996-04-30,228105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,56800,62800,,,64100,50800,,64100,64100,105900,,,,,
1996-04-30,228163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,140400,186200,,156600,122800,128400,156600,159500,210100,,,,,
1996-04-30,22882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,92600,116800,173800,224400,109700,85400,,109700,116500,191500,,,,,
1996-04-30,228856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51400,,,,,
1996-04-30,22899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,61200,103200,142700,179600,,136100,81600,69800,136100,145100,185100,,,,,
1996-04-30,229214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,62200,91900,104500,66300,48100,,66300,67200,92000,,,,,
1996-04-30,229812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44800,57600,,,,,,,61800,,,,,
1996-04-30,230221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,76000,82100,,77500,69200,,77500,77500,84900,,,,,
1996-04-30,230477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,157300,190800,,165900,,91600,165900,172100,222300,,,,,
1996-04-30,230664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,50900,56200,,,53700,45100,,53700,53800,62500,,,,,
1996-04-30,23117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,64800,93000,85700,110500,,69200,56800,91800,69200,69000,95300,,,,,
1996-04-30,231541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98200,,,,,
1996-04-30,231786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76900,,,,,,,,,,,,,
1996-04-30,232117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,72600,104500,,75800,57900,,75800,75500,107900,,,,,
1996-04-30,232166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162600,,,,,
1996-04-30,232334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,51700,,,52400,46400,,52400,52400,59600,,,,,
1996-04-30,233162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,217600,,404300,,,,,,,382300,,,,,
1996-04-30,233487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87700,,,,,
1996-04-30,234314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,36400,,,36400,36400,50700,,,,,
1996-04-30,234770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,46400,50400,,,49400,,,49400,49400,59600,,,,,
1996-04-30,235537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192200,,,,,
1996-04-30,235634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76600,,,,,,,81100,,,,,
1996-04-30,235644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143600,,,,53500,,,158800,,,,,
1996-04-30,23566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,52500,63000,70500,,62500,53200,53800,62500,62900,72800,,,,,
1996-04-30,236610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,54000,,,55500,,58700,55500,45300,66000,,,,,
1996-04-30,237256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,49900,45500,,49900,49900,53300,,,,,
1996-04-30,237961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,139000,159300,,146000,117000,,146000,146000,165300,,,,,
1996-04-30,238122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80500,,,,,,,,,,,,
1996-04-30,23850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,801200,597800,,801200,801200,1291500,,,,,
1996-04-30,238880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100400,,,,,
1996-04-30,238911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64300,,,,,,
1996-04-30,240570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,81000,93500,97400,,93500,84100,,93500,93800,103900,,,,,
1996-04-30,240748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,124500,147800,162300,194300,147500,119300,115900,147500,149000,181300,,,,,
1996-04-30,240770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,89800,119100,145100,,113200,83300,,113200,119800,146800,,,,,
1996-04-30,241073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,41200,,41200,41200,,53800,,,,,
1996-04-30,241154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,98100,133800,169300,117400,92500,,117400,117600,167000,,,,,
1996-04-30,241188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,75100,151800,238300,314000,184400,96100,103400,184400,223400,298800,,,,,
1996-04-30,241195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,145000,194300,,,180400,,90600,180400,194500,215700,,,,,
1996-04-30,241316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,201600,235700,,204300,187300,,204300,204300,238300,,,,,
1996-04-30,241318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,166300,193000,,,188600,79400,,188600,194800,213000,,,,,
1996-04-30,241444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191500,,,190400,,166700,190400,191400,228900,,,,,
1996-04-30,241501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,209000,289400,339500,272100,206100,,272100,272100,359400,,,,,
1996-04-30,241514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,83300,85200,145400,188800,91400,73800,87200,91400,93500,153300,,,,,
1996-04-30,241969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,225600,285300,,274300,209300,,274300,274300,347300,,,,,
1996-04-30,242058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76800,,238300,,,85500,67500,84700,85500,,,,,,,
1996-04-30,242091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,83800,118300,,,105600,82000,105600,105600,,131900,,,,,
1996-04-30,242442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,210600,244800,304600,366300,248200,200900,,248200,251500,,,,,,
1996-04-30,242449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,161200,190400,,152400,91400,135900,152400,174900,200000,,,,,
1996-04-30,242515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,69400,,,,75500,,,75500,,,,,,,
1996-04-30,242534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,159100,172400,,,,,,161100,182300,,,,,
1996-04-30,242681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,80200,,,,,91000,78000,91100,91000,,130100,,,,,
1996-04-30,242690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,62600,137700,163600,,,112300,,81500,112300,158200,156500,,,,,
1996-04-30,24289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,110800,126000,,,129100,111200,,129100,129100,221700,,,,,
1996-04-30,243075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,193400,,,196700,180900,,196700,196700,240300,,,,,
1996-04-30,243780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,97400,118900,,113300,76700,,113300,113300,,,,,,
1996-04-30,243810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,183800,,,187700,,,187700,187500,225600,,,,,
1996-04-30,243919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,80600,112200,152800,219100,139200,93600,88200,139200,149300,196800,,,,,
1996-04-30,243976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000,,,,,
1996-04-30,244155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,205500,231300,176000,,,176000,208700,237500,,,,,
1996-04-30,244707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,52000,69400,86800,126100,158800,92600,64900,71600,92600,111300,135700,,,,,
1996-04-30,244793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,75200,102100,179700,312100,151500,89500,88700,151500,157000,282800,,,,,
1996-04-30,245104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,130600,287200,448100,157700,75300,,157700,251000,356900,,,,,
1996-04-30,245278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,83500,111700,174300,197100,,151800,95600,122500,151800,181100,197400,,,,,
1996-04-30,245281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,79900,177500,232200,290700,,216800,101000,98700,216800,234700,314200,,,,,
1996-04-30,245282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,232000,314500,344500,,313000,220700,220300,313000,318900,,,,,,
1996-04-30,245294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,79200,,,79200,75600,,79200,79200,87700,,,,,
1996-04-30,245297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,218500,237500,,220900,193000,,220900,220200,247900,,,,,
1996-04-30,245433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,34000,30000,,34000,34000,42700,,,,,
1996-04-30,245508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,71200,98300,118300,138600,108300,84200,73700,108300,112000,128200,,,,,
1996-04-30,246149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,62100,75300,90000,,72300,61100,64700,72300,74200,93400,,,,,
1996-04-30,246270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,135600,155500,,140500,,,140500,140700,169500,,,,,
1996-04-30,246460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,70400,108900,,68300,,,68300,67900,112100,,,,,
1996-04-30,246678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,86400,90900,110200,152200,210800,134500,95100,99200,134500,144700,189500,,,,,
1996-04-30,246679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,51900,78300,93600,,79800,67600,52200,79800,82400,96100,,,,,
1996-04-30,247145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,63200,91800,135400,172300,105300,70800,65700,105300,117100,157700,,,,,
1996-04-30,247231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,57100,73900,121600,156900,172400,90900,62600,71000,90900,130900,152100,,,,,
1996-04-30,24770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,185500,249100,261200,237200,180200,,237200,237200,305200,,,,,
1996-04-30,247700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,107800,141100,,110600,90500,,110600,113000,155600,,,,,
1996-04-30,247782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,141400,183700,180900,,139100,,136600,139100,238200,209500,,,,,
1996-04-30,247895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,64200,95200,136200,,90100,57100,67100,90100,115100,152000,,,,,
1996-04-30,247937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,100600,123700,204600,317000,156300,92300,103900,156300,173800,255200,,,,,
1996-04-30,248445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,125500,147000,,130600,92100,,130600,130800,163600,,,,,
1996-04-30,248613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,390300,468400,373500,,,373500,380500,519700,,,,,
1996-04-30,24947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,384000,,375500,250200,,375500,375500,504100,,,,,
1996-04-30,249489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,77600,,,77200,69300,77100,77200,81300,97000,,,,,
1996-04-30,250017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,117300,153700,173900,,,148700,108300,138700,148700,164400,180000,,,,,
1996-04-30,250050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,101600,127600,144600,163800,128300,99300,113100,128300,129300,164100,,,,,
1996-04-30,250146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,96100,119000,135400,153200,118500,93400,112600,118500,119600,154300,,,,,
1996-04-30,250164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76700,,,,,,,,,
1996-04-30,250206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,100100,156100,255700,343500,442700,151600,93700,123500,151600,336000,335000,,,,,
1996-04-30,250325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62300,,,,,
1996-04-30,250382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,93100,167500,214700,224100,169600,88400,95100,169600,201400,233900,,,,,
1996-04-30,250383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,134400,159300,173300,,149700,122900,145800,149700,150800,178100,,,,,
1996-04-30,250478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,96200,122500,136600,160500,109500,91000,,109500,123600,157800,,,,,
1996-04-30,250529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,217800,,,247200,176800,,247200,247200,376900,,,,,
1996-04-30,250603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,101100,157900,,,103800,91800,101300,103800,184900,174900,,,,,
1996-04-30,250692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,91700,156500,186900,205100,,170500,115300,,170500,183800,209000,,,,,
1996-04-30,250780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,168100,196700,218800,232800,188000,156700,,188000,197000,245500,,,,,
1996-04-30,250788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,96000,128800,154700,171400,181300,145100,111200,111100,145100,151500,175600,,,,,
