Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,250801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,76700,122300,145900,170200,186500,143200,118500,116000,143200,147100,179200,,,,,
1996-04-30,250878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,56900,69900,78400,,66400,52100,,66400,66400,80500,,,,,
1996-04-30,250889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,133300,,,135500,112600,136800,135500,135000,162200,,,,,
1996-04-30,250928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,110000,124400,,110500,97700,,110500,110500,125400,,,,,
1996-04-30,251060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,118000,165500,176500,183200,171300,145700,,171300,173300,209000,,,,,
1996-04-30,251064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,127100,183200,209500,136600,110700,,136600,136600,214700,,,,,
1996-04-30,251072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300500,,,,,,,,380600,,,,,
1996-04-30,251076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,128400,176600,206500,,170100,119800,,170100,171200,247000,,,,,
1996-04-30,251100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,214100,325700,384100,468100,365900,235500,,365900,369100,565200,,,,,
1996-04-30,251109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,102100,145100,168000,185100,153600,,,153600,160300,192400,,,,,
1996-04-30,251170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,119700,152400,172100,185400,195000,168300,143500,157200,168300,168700,194700,,,,,
1996-04-30,251186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,119000,199600,377300,490000,834200,316000,,,316000,406800,,,,,,
1996-04-30,251187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,167900,215500,262000,346600,216200,161500,,216200,216900,362900,,,,,
1996-04-30,251240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,111700,155200,178700,203100,160700,131700,93600,160700,166500,214600,,,,,
1996-04-30,25125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,43100,,43100,43100,,52100,,,,,
1996-04-30,251437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,178700,193500,206600,185800,165100,94200,185800,189800,215300,,,,,
1996-04-30,251438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,331900,350300,493500,209700,,,209700,355200,445900,,,,,
1996-04-30,251473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,98900,132000,185400,213600,147300,109800,123500,147300,149300,223300,,,,,
1996-04-30,25160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,139300,,,142400,126400,,142400,142400,160800,,,,,
1996-04-30,251627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,103400,124000,137800,,120300,99700,99700,120300,121400,139600,,,,,
1996-04-30,251704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,107900,130500,150700,162400,135400,104300,,135400,135500,181500,,,,,
1996-04-30,251709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,163700,188400,212500,225200,188300,158000,,188300,190300,231400,,,,,
1996-04-30,251763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,155400,175000,,162500,137700,,162500,166500,185400,,,,,
1996-04-30,251785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,91600,121600,137900,,112000,88000,87200,112000,118700,137400,,,,,
1996-04-30,251792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,155400,198300,242400,,183900,,,183900,214700,247000,,,,,
1996-04-30,251950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,57400,,,57400,176000,181100,,,,,
1996-04-30,251955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,263200,277100,331100,277700,236600,,277700,278100,366700,,,,,
1996-04-30,251971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,86600,108900,120000,,102500,79900,,102500,102800,128800,,,,,
1996-04-30,251975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,55600,64600,78200,82200,95800,73700,60700,87300,73700,73600,94400,,,,,
1996-04-30,252009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,91300,79600,,91300,91300,108200,,,,,
1996-04-30,252028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,125600,108900,,125600,125600,160200,,,,,
1996-04-30,252043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,115100,158100,,120200,97800,,120200,120200,161000,,,,,
1996-04-30,252056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,142200,178900,199300,229300,254600,200100,160200,202400,200100,200400,283300,,,,,
1996-04-30,252248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,172600,203100,219900,229900,196900,159100,,196900,203200,244700,,,,,
1996-04-30,252300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,430200,,,254400,,,,769600,,,,,
1996-04-30,252303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,197300,254900,275000,219300,177500,,219300,219300,263000,,,,,
1996-04-30,252312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,140700,,,150500,99600,,150500,150500,238700,,,,,
1996-04-30,252336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,154800,169200,177200,,166200,147700,164500,166200,166500,190800,,,,,
1996-04-30,252339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,100300,201300,220900,244000,197400,,100300,197400,214300,245500,,,,,
1996-04-30,252382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,150900,172200,215300,,182000,140400,,182000,182000,239400,,,,,
1996-04-30,252840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,62300,,,62500,,,62500,63600,74000,,,,,
1996-04-30,252875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,165000,145100,,165000,165000,197400,,,,,
1996-04-30,252923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97100,70000,,97100,96600,180200,,,,,
1996-04-30,25294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,114900,118200,123500,,118700,111400,,118700,117900,141600,,,,,
1996-04-30,253785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,81700,82800,,81200,71400,78800,81200,92300,90600,,,,,
1996-04-30,25449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,247400,,,,,,,,,,,,
1996-04-30,254627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,254000,298600,357600,,301000,255900,281600,301000,303200,354300,,,,,
1996-04-30,254711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258300,,,,230400,,,,,,,,,
1996-04-30,25477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,484300,373700,,484300,485200,,,,,,
1996-04-30,255171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,75700,,,76600,64000,,76600,76600,,,,,,
1996-04-30,255961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497300,,,,,
1996-04-30,256447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28900,,,28900,28900,,,,,,
1996-04-30,256657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346800,,587900,,,343400,,,,,,,,,
1996-04-30,256913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,36800,,,34800,31900,,34800,34800,42800,,,,,
1996-04-30,257661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,124400,101900,,124400,124400,145000,,,,,
1996-04-30,258802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,146500,157500,,152000,136400,,152000,152000,164900,,,,,
1996-04-30,259014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,47200,40000,,47200,47200,51800,,,,,
1996-04-30,259156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,129200,150800,,,139800,116000,137700,139800,170600,163900,,,,,
1996-04-30,260525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,165300,214100,,,180600,146500,,180600,180600,249200,,,,,
1996-04-30,26056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,165600,215200,,161600,110000,,161600,169900,,,,,,
1996-04-30,26061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,163400,185800,218600,250600,179300,,143400,179300,185500,221500,,,,,
1996-04-30,260641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,78300,85500,91800,,81000,58700,78900,81000,91800,140600,,,,,
1996-04-30,261088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,165000,155500,215900,,162700,134700,,162700,164800,235200,,,,,
1996-04-30,26134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,85100,163600,214600,286100,164700,84200,96100,164700,191700,243000,,,,,
1996-04-30,261343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,145700,179600,210400,157200,123600,122800,157200,177700,203300,,,,,
1996-04-30,26204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,74000,108300,128200,136800,,125200,96300,77600,125200,128200,144400,,,,,
1996-04-30,26254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,241600,256000,,,,,
1996-04-30,262593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,38000,42200,,,41600,,41500,41600,,49100,,,,,
1996-04-30,262666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,38200,44800,,,42900,,,42900,42900,56900,,,,,
1996-04-30,262954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,70900,86300,104500,,82500,67400,,82500,82500,115300,,,,,
1996-04-30,263124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,148100,,,,,123100,,,,376000,,,,,
1996-04-30,26352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,148100,,,144900,134900,,144900,145600,160200,,,,,
1996-04-30,263765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,28500,,,28500,,,,,,,
1996-04-30,263993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,28800,,,30600,,30200,30600,,35700,,,,,
1996-04-30,264505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,78200,54200,78100,78200,80200,140800,,,,,
1996-04-30,264511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,69600,81200,90400,,77600,66200,,77600,77600,98400,,,,,
1996-04-30,264676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,153700,198300,,187000,,,187000,198600,263200,,,,,
1996-04-30,264792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,74900,83700,88400,,82900,75000,,82900,82900,99200,,,,,
1996-04-30,264828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,219600,270700,293600,250000,192300,,250000,250000,363500,,,,,
1996-04-30,265170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,66500,111300,203900,,,98000,69100,97400,98000,203500,161500,,,,,
1996-04-30,265420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,301900,295800,,300600,228900,,300600,300600,330800,,,,,
1996-04-30,265468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,45100,,,51500,43400,45200,51500,,77000,,,,,
1996-04-30,265788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,47800,43600,,42700,,,42700,42700,57500,,,,,
1996-04-30,266320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,201800,,170700,131300,,170700,170700,233500,,,,,
1996-04-30,266998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,166000,197900,226000,190900,156500,,190900,190900,230900,,,,,
1996-04-30,267258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,40300,,,,58500,,,,,
1996-04-30,267875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,55600,,,51800,41000,,51800,51800,92300,,,,,
1996-04-30,267891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,42000,35200,,42000,42000,,,,,,
1996-04-30,267892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900,,,41900,41900,54000,,,,,
1996-04-30,267893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45800,,,,,,,,,
1996-04-30,267895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,100100,127800,,101200,72500,,101200,101200,123800,,,,,
1996-04-30,267896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35500,,,35500,35500,42300,,,,,
1996-04-30,267897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,52400,43300,,52400,52400,61500,,,,,
1996-04-30,267898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,41200,,,41200,41200,49800,,,,,
1996-04-30,267899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,37300,,,36900,,,36900,36900,45300,,,,,
1996-04-30,267900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,97800,118600,166500,246100,136700,103500,,136700,145100,224200,,,,,
1996-04-30,267908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,55300,72700,101100,174300,404600,88800,58500,68500,88800,106400,190500,,,,,
1996-04-30,267909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,179400,148800,,179400,180800,206400,,,,,
1996-04-30,267919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,123700,138700,181700,239600,159000,117000,107700,159000,168100,220700,,,,,
1996-04-30,267926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,66100,72800,93000,,69100,,64600,69100,69900,107300,,,,,
1996-04-30,267927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58200,,,,,,,,,
1996-04-30,267931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,79600,70800,,79600,79300,94900,,,,,
1996-04-30,267932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,70500,,,78800,88400,,,,,
1996-04-30,267934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,88900,,,88900,91300,105900,,,,,
1996-04-30,267937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84200,92100,,,,,
1996-04-30,267946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,65700,66300,,91600,95500,,,,,
1996-04-30,267954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,117400,159900,188600,140500,107200,102000,140500,144200,196100,,,,,
1996-04-30,267955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101200,192400,,,,,,132600,,,,,
1996-04-30,267967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,154100,,,145400,115400,89200,145400,152000,197800,,,,,
1996-04-30,267971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,85300,121200,66600,47200,,66600,66500,93800,,,,,
1996-04-30,267977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,89400,,,89400,91800,101500,,,,,
1996-04-30,267978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,104400,,,104400,109400,115800,,,,,
1996-04-30,267994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72800,76000,,,76500,,,76500,76500,,,,,,
1996-04-30,267995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,283700,602700,288900,,,288900,288900,770600,,,,,
1996-04-30,267997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,153000,167200,200800,153700,136600,,153700,156100,178400,,,,,
1996-04-30,268001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,213000,242200,235600,211300,,,211300,227100,247900,,,,,
1996-04-30,268002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,131400,138200,149000,131900,121300,,131900,132200,140500,,,,,
1996-04-30,268003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,98500,,,106100,92300,,106100,106100,,,,,,
1996-04-30,268007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,114600,138800,148400,,134900,110500,,134900,136400,149100,,,,,
1996-04-30,268010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,135000,159700,197500,,149700,123300,,149700,150700,204200,,,,,
1996-04-30,268011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,77100,99400,,79700,,,79700,79700,110600,,,,,
1996-04-30,268015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,133900,173500,218000,248400,176800,142900,128100,176800,184400,228300,,,,,
1996-04-30,268024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,359900,878900,339600,,,339600,384100,878900,,,,,
1996-04-30,268026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,190900,222500,,208700,181800,,208700,211500,243500,,,,,
1996-04-30,268032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,80900,89300,,,,,,,,103600,,,,,
1996-04-30,268034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,215000,218900,238000,,225700,215900,,225700,226100,275000,,,,,
1996-04-30,268035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,189400,,167600,,158500,167600,168000,197700,,,,,
1996-04-30,268037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,180800,222500,267200,187500,,,187500,198400,227600,,,,,
